Number,index,Problem,Rate,Rating,Color,Difficulty,Link,Contest
6467,F,Ber Patio,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/730/problem/F,https://codeforces.com/contest/730
6468,E,Award Ceremony,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/730/problem/E,https://codeforces.com/contest/730
6469,D,Running Over The Bridges,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/730/problem/D,https://codeforces.com/contest/730
6470,C,Bulmart,https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/730/problem/C,https://codeforces.com/contest/730
6471,B,Minimum and Maximum,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/730/problem/B,https://codeforces.com/contest/730
6472,A,Toda 2,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/730/problem/A,https://codeforces.com/contest/730
6473,F,Financiers Game,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/729/problem/F,https://codeforces.com/contest/729
6474,E,Subordinates,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/729/problem/E,https://codeforces.com/contest/729
6475,D,Sea Battle,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/729/problem/D,https://codeforces.com/contest/729
6476,C,Road to Cinema,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/729/problem/C,https://codeforces.com/contest/729
6477,B,Spotlights,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/729/problem/B,https://codeforces.com/contest/729
6478,A,Interview with Oleg,https://img.shields.io/badge/Newbie-900-lightgrey,Newbie,lightgrey,900,https://codeforces.com/contest/729/problem/A,https://codeforces.com/contest/729
6479,F,Polycarp's problems,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/727/problem/F,https://codeforces.com/contest/727
6480,E,Games on a CD,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/727/problem/E,https://codeforces.com/contest/727
6481,D,T-shirts Distribution,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/727/problem/D,https://codeforces.com/contest/727
6482,C,Guess the Array,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/727/problem/C,https://codeforces.com/contest/727
6483,B,Bill Total Value,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/727/problem/B,https://codeforces.com/contest/727
6484,A,Transformation: from A to B,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/727/problem/A,https://codeforces.com/contest/727
6485,G,Messages on a Tree,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/725/problem/G,https://codeforces.com/contest/725
6486,F,Family Photos,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/725/problem/F,https://codeforces.com/contest/725
6487,E,Too Much Money,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/725/problem/E,https://codeforces.com/contest/725
6488,D,Contest Balloons,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/725/problem/D,https://codeforces.com/contest/725
6489,C,Hidden Word,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/725/problem/C,https://codeforces.com/contest/725
6490,B,Food on the Plane,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/725/problem/B,https://codeforces.com/contest/725
6491,A,Jumping Ball,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/725/problem/A,https://codeforces.com/contest/725
6492,G,Xor-matic Number of the Graph,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/724/problem/G,https://codeforces.com/contest/724
6493,F,Uniformly Branched Trees,https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/724/problem/F,https://codeforces.com/contest/724
6494,E,Goods transportation,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/724/problem/E,https://codeforces.com/contest/724
6495,D,Dense Subsequence,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/724/problem/D,https://codeforces.com/contest/724
6496,C,Ray Tracing,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/724/problem/C,https://codeforces.com/contest/724
6497,B,Batch Sort,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/724/problem/B,https://codeforces.com/contest/724
6498,A,Checking the Calendar,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/724/problem/A,https://codeforces.com/contest/724
6499,F,st-Spanning Tree,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/723/problem/F,https://codeforces.com/contest/723
6500,E,One-Way Reform,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/723/problem/E,https://codeforces.com/contest/723
6501,D,Lakes in Berland,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/723/problem/D,https://codeforces.com/contest/723
6502,C,Polycarp at the Radio,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/723/problem/C,https://codeforces.com/contest/723
6503,B,Text Document Analysis,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/723/problem/B,https://codeforces.com/contest/723
6504,A,The New Year: Meeting Friends,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/723/problem/A,https://codeforces.com/contest/723
6505,F,Cyclic Cipher,https://img.shields.io/badge/International%20Grandmaster-2800-red,International Grandmaster,red,2800,https://codeforces.com/contest/722/problem/F,https://codeforces.com/contest/722
6506,E,Research Rover,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/722/problem/E,https://codeforces.com/contest/722
6507,D,Generating Sets,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/722/problem/D,https://codeforces.com/contest/722
6508,C,Destroying Array,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/722/problem/C,https://codeforces.com/contest/722
6509,B,Verse Pattern,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/722/problem/B,https://codeforces.com/contest/722
6510,A,Broken Clock,https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/722/problem/A,https://codeforces.com/contest/722
6511,E,Road to Home,https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/721/problem/E,https://codeforces.com/contest/721
6512,D,Maxim and Array,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/721/problem/D,https://codeforces.com/contest/721
6513,C,Journey,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/721/problem/C,https://codeforces.com/contest/721
6514,B,Passwords,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/721/problem/B,https://codeforces.com/contest/721
6515,A,One-dimensional Japanese Crossword,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/721/problem/A,https://codeforces.com/contest/721
6516,F,Array Covering,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/720/problem/F,https://codeforces.com/contest/720
6517,E,Cipher,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/720/problem/E,https://codeforces.com/contest/720
6518,D,Slalom,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/720/problem/D,https://codeforces.com/contest/720
6519,C,Homework,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/720/problem/C,https://codeforces.com/contest/720
6520,B,Cactusophobia,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/720/problem/B,https://codeforces.com/contest/720
6521,A,Closing ceremony,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/720/problem/A,https://codeforces.com/contest/720
6522,B,Anatoly and Cockroaches,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/719/problem/B,https://codeforces.com/contest/719
6523,A,Vitya in the Countryside,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/719/problem/A,https://codeforces.com/contest/719
6524,E,Matvey's Birthday,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/718/problem/E,https://codeforces.com/contest/718
6525,D,Andrew and Chemistry,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/718/problem/D,https://codeforces.com/contest/718
6526,C,Sasha and Array,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/718/problem/C,https://codeforces.com/contest/718
6527,A,Efim and Strange Grade,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/718/problem/A,https://codeforces.com/contest/718
6528,I,Cowboy Beblop at his computer,https://img.shields.io/badge/International%20Grandmaster-2800-red,International Grandmaster,red,2800,https://codeforces.com/contest/717/problem/I,https://codeforces.com/contest/717
6529,H,Pokermon League challenge,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/717/problem/H,https://codeforces.com/contest/717
6530,G,Underfail,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/717/problem/G,https://codeforces.com/contest/717
6531,F,Heroes of Making Magic III,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/717/problem/F,https://codeforces.com/contest/717
6532,E,"Paint it really, really dark gray",https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/717/problem/E,https://codeforces.com/contest/717
6533,D,Dexterina’s Lab,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/717/problem/D,https://codeforces.com/contest/717
6534,C,Potions Homework,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/717/problem/C,https://codeforces.com/contest/717
6535,B,R3D3’s Summer Adventure,https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/717/problem/B,https://codeforces.com/contest/717
6536,A,Festival Organization,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/717/problem/A,https://codeforces.com/contest/717
6537,B,Complete the Word,https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/716/problem/B,https://codeforces.com/contest/716
6538,A,Crazy Computer,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/716/problem/A,https://codeforces.com/contest/716
6539,E,Complete the Permutations,https://img.shields.io/badge/Legendary%20Grandmaster-3400-red,Legendary Grandmaster,red,3400,https://codeforces.com/contest/715/problem/E,https://codeforces.com/contest/715
6540,D,Create a Maze,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/715/problem/D,https://codeforces.com/contest/715
6541,C,Digit Tree,https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/715/problem/C,https://codeforces.com/contest/715
6542,B,Complete The Graph,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/715/problem/B,https://codeforces.com/contest/715
6543,A,Plus and Square Root,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/715/problem/A,https://codeforces.com/contest/715
6544,B,Filya and Homework,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/714/problem/B,https://codeforces.com/contest/714
6545,A,Meeting of Old Friends,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/714/problem/A,https://codeforces.com/contest/714
6546,E,Sonya Partymaker,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/713/problem/E,https://codeforces.com/contest/713
6547,D,Animals and Puzzle,https://img.shields.io/badge/International%20Grandmaster-2700-red,International Grandmaster,red,2700,https://codeforces.com/contest/713/problem/D,https://codeforces.com/contest/713
6548,C,Sonya and Problem Wihtout a Legend,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/713/problem/C,https://codeforces.com/contest/713
6549,B,Searching Rectangles,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/713/problem/B,https://codeforces.com/contest/713
6550,A,Sonya and Queries,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/713/problem/A,https://codeforces.com/contest/713
6551,E,Memory and Casinos,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/712/problem/E,https://codeforces.com/contest/712
6552,D,Memory and Scores,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/712/problem/D,https://codeforces.com/contest/712
6553,C,Memory and De-Evolution,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/712/problem/C,https://codeforces.com/contest/712
6554,B,Memory and Trident,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/712/problem/B,https://codeforces.com/contest/712
6555,A,Memory and Crow,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/712/problem/A,https://codeforces.com/contest/712
6556,E,ZS and The Birthday Paradox,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/711/problem/E,https://codeforces.com/contest/711
6557,D,Directed Roads,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/711/problem/D,https://codeforces.com/contest/711
6558,C,Coloring Trees,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/711/problem/C,https://codeforces.com/contest/711
6559,B,Chris and Magic Square,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/711/problem/B,https://codeforces.com/contest/711
6560,A,Bus to Udayland,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/711/problem/A,https://codeforces.com/contest/711
6561,F,String Set Queries,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/710/problem/F,https://codeforces.com/contest/710
6562,E,Generate a String,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/710/problem/E,https://codeforces.com/contest/710
6563,D,Two Arithmetic Progressions,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/710/problem/D,https://codeforces.com/contest/710
6564,C,Magic Odd Square,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/710/problem/C,https://codeforces.com/contest/710
6565,B,Optimal Point on a Line,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/710/problem/B,https://codeforces.com/contest/710
6566,A,King Moves,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/710/problem/A,https://codeforces.com/contest/710
6567,B,Checkpoints,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/709/problem/B,https://codeforces.com/contest/709
6568,A,Juicer,https://img.shields.io/badge/Newbie-900-lightgrey,Newbie,lightgrey,900,https://codeforces.com/contest/709/problem/A,https://codeforces.com/contest/709
6569,E,Student's Camp,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/708/problem/E,https://codeforces.com/contest/708
6570,D,Incorrect Flow,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/708/problem/D,https://codeforces.com/contest/708
6571,C,Centroids,https://img.shields.io/badge/International%20Master-2300-orange,International Master,orange,2300,https://codeforces.com/contest/708/problem/C,https://codeforces.com/contest/708
6572,B,Recover the String,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/708/problem/B,https://codeforces.com/contest/708
6573,A,Letters Cyclic Shift,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/708/problem/A,https://codeforces.com/contest/708
6574,E,Garlands,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/707/problem/E,https://codeforces.com/contest/707
6575,D,Persistent Bookcase ,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/707/problem/D,https://codeforces.com/contest/707
6576,C,Pythagorean Triples,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/707/problem/C,https://codeforces.com/contest/707
6577,B,Bakery,https://img.shields.io/badge/Pupil-1300-brightgreen,Pupil,brightgreen,1300,https://codeforces.com/contest/707/problem/B,https://codeforces.com/contest/707
6578,A,Brain's Photos,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/707/problem/A,https://codeforces.com/contest/707
6579,E,Working routine,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/706/problem/E,https://codeforces.com/contest/706
6580,D,Vasiliy's Multiset,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/706/problem/D,https://codeforces.com/contest/706
6581,C,Hard problem,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/706/problem/C,https://codeforces.com/contest/706
6582,B,Interesting drink,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/706/problem/B,https://codeforces.com/contest/706
6583,A,Beru-taxi,https://img.shields.io/badge/Newbie-900-lightgrey,Newbie,lightgrey,900,https://codeforces.com/contest/706/problem/A,https://codeforces.com/contest/706
6584,B,Spider Man,https://img.shields.io/badge/Newbie-1100-lightgrey,Newbie,lightgrey,1100,https://codeforces.com/contest/705/problem/B,https://codeforces.com/contest/705
6585,A,Hulk,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/705/problem/A,https://codeforces.com/contest/705
6586,E,Iron Man,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/704/problem/E,https://codeforces.com/contest/704
6587,D,Captain America,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/704/problem/D,https://codeforces.com/contest/704
6588,C,Black Widow,https://img.shields.io/badge/International%20Grandmaster-2900-red,International Grandmaster,red,2900,https://codeforces.com/contest/704/problem/C,https://codeforces.com/contest/704
6589,B,Ant Man,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/704/problem/B,https://codeforces.com/contest/704
6590,A,Thor,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/704/problem/A,https://codeforces.com/contest/704
6591,E,Mishka and Divisors,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/703/problem/E,https://codeforces.com/contest/703
6592,D,Mishka and Interesting sum,https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/703/problem/D,https://codeforces.com/contest/703
6593,C,Chris and Road,https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/703/problem/C,https://codeforces.com/contest/703
6594,B,Mishka and trip,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/703/problem/B,https://codeforces.com/contest/703
6595,A,Mishka and Game,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/703/problem/A,https://codeforces.com/contest/703
6596,F,T-Shirts,https://img.shields.io/badge/International%20Grandmaster-2800-red,International Grandmaster,red,2800,https://codeforces.com/contest/702/problem/F,https://codeforces.com/contest/702
6597,E,Analysis of Pathes in Functional Graph,https://img.shields.io/badge/Master-2100-orange,Master,orange,2100,https://codeforces.com/contest/702/problem/E,https://codeforces.com/contest/702
6598,D,Road to Post Office,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/702/problem/D,https://codeforces.com/contest/702
6599,C,Cellular Network,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/702/problem/C,https://codeforces.com/contest/702
6600,B,Powers of Two,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/702/problem/B,https://codeforces.com/contest/702
6601,A,Maximum Increase,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/702/problem/A,https://codeforces.com/contest/702
6602,C,They Are Everywhere,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/701/problem/C,https://codeforces.com/contest/701
6603,B,Cells Not Under Attack,https://img.shields.io/badge/Pupil-1200-brightgreen,Pupil,brightgreen,1200,https://codeforces.com/contest/701/problem/B,https://codeforces.com/contest/701
6604,A,Cards,https://img.shields.io/badge/Newbie-800-lightgrey,Newbie,lightgrey,800,https://codeforces.com/contest/701/problem/A,https://codeforces.com/contest/701
6605,E,Cool Slogans,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/700/problem/E,https://codeforces.com/contest/700
6606,D,Huffman Coding on Segment,https://img.shields.io/badge/Legendary%20Grandmaster-3100-red,Legendary Grandmaster,red,3100,https://codeforces.com/contest/700/problem/D,https://codeforces.com/contest/700
6607,C,Break Up,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/700/problem/C,https://codeforces.com/contest/700
6608,B,Connecting Universities,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/700/problem/B,https://codeforces.com/contest/700
6609,A,As Fast As Possible,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/700/problem/A,https://codeforces.com/contest/700
6610,B,One Bomb,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/699/problem/B,https://codeforces.com/contest/699
6611,A,Launch of Collider,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/699/problem/A,https://codeforces.com/contest/699
6612,F,Coprime Permutation,https://img.shields.io/badge/Legendary%20Grandmaster-3000-red,Legendary Grandmaster,red,3000,https://codeforces.com/contest/698/problem/F,https://codeforces.com/contest/698
6613,E,Cron,https://img.shields.io/badge/International%20Grandmaster-2800-red,International Grandmaster,red,2800,https://codeforces.com/contest/698/problem/E,https://codeforces.com/contest/698
6614,D,Limak and Shooting Points,https://img.shields.io/badge/International%20Grandmaster-2600-red,International Grandmaster,red,2600,https://codeforces.com/contest/698/problem/D,https://codeforces.com/contest/698
6615,C,LRU,https://img.shields.io/badge/Grandmaster-2400-red,Grandmaster,red,2400,https://codeforces.com/contest/698/problem/C,https://codeforces.com/contest/698
6616,B,Fix a Tree,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/698/problem/B,https://codeforces.com/contest/698
6617,A,Vacations,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/698/problem/A,https://codeforces.com/contest/698
6618,B,Barnicle,https://img.shields.io/badge/Specialist-1400-9cf,Specialist,9cf,1400,https://codeforces.com/contest/697/problem/B,https://codeforces.com/contest/697
6619,A,Pineapple Incident,https://img.shields.io/badge/Newbie-900-lightgrey,Newbie,lightgrey,900,https://codeforces.com/contest/697/problem/A,https://codeforces.com/contest/697
6620,F,...Dary!,https://img.shields.io/badge/Legendary%20Grandmaster-3300-red,Legendary Grandmaster,red,3300,https://codeforces.com/contest/696/problem/F,https://codeforces.com/contest/696
6621,E,...Wait for it...,https://img.shields.io/badge/Legendary%20Grandmaster-3000-red,Legendary Grandmaster,red,3000,https://codeforces.com/contest/696/problem/E,https://codeforces.com/contest/696
6622,D,Legen...,https://img.shields.io/badge/Grandmaster-2500-red,Grandmaster,red,2500,https://codeforces.com/contest/696/problem/D,https://codeforces.com/contest/696
6623,C,PLEASE,https://img.shields.io/badge/Candidate%20Master-2000-blueviolet,Candidate Master,blueviolet,2000,https://codeforces.com/contest/696/problem/C,https://codeforces.com/contest/696
6624,B,Puzzles,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/696/problem/B,https://codeforces.com/contest/696
6625,A,Lorenzo Von Matterhorn,https://img.shields.io/badge/Specialist-1500-9cf,Specialist,9cf,1500,https://codeforces.com/contest/696/problem/A,https://codeforces.com/contest/696
6626,F,Couple Cover,https://img.shields.io/badge/Master-2200-orange,Master,orange,2200,https://codeforces.com/contest/691/problem/F,https://codeforces.com/contest/691
6627,E,Xor-sequences,https://img.shields.io/badge/Candidate%20Master-1900-blueviolet,Candidate Master,blueviolet,1900,https://codeforces.com/contest/691/problem/E,https://codeforces.com/contest/691
6628,D,Swaps in Permutation,https://img.shields.io/badge/Expert-1700-blue,Expert,blue,1700,https://codeforces.com/contest/691/problem/D,https://codeforces.com/contest/691
6629,C,Exponential notation,https://img.shields.io/badge/Expert-1800-blue,Expert,blue,1800,https://codeforces.com/contest/691/problem/C,https://codeforces.com/contest/691
6630,B,s-palindrome,https://img.shields.io/badge/Expert-1600-blue,Expert,blue,1600,https://codeforces.com/contest/691/problem/B,https://codeforces.com/contest/691
6631,A,Fashion in Berland,https://img.shields.io/badge/Newbie-1000-lightgrey,Newbie,lightgrey,1000,https://codeforces.com/contest/691/problem/A,https://codeforces.com/contest/691
